module	symbol	value	implemented_by
applesoft/applesoft	DRAW	0x2769	AS_DRAW
applesoft/applesoft	XDRAW	0x276f	AS_XDRAW
applesoft/applesoft	SHLOAD	0x2775	
applesoft/applesoft	L_SHLOAD_1	0x2796	
applesoft/applesoft	L_SHLOAD_2	0x27a0	
applesoft/applesoft	L_SHLOAD_3	0x27a3	
applesoft/applesoft	TAPEPNT	0x27bc	
applesoft/applesoft	GETARYPT	0x27d9	
applesoft/applesoft	HTAB	0x27e7	
applesoft/applesoft	L_HTAB_1	0x27ec	
applesoft/applesoft	L_HTAB_2	0x27fa	
applesoft/applesoft	[end]	0xffff	
monitor/apple2plus/cassette	HEADR	0x0000	
monitor/apple2plus/cassette	[start]	0x0000	
monitor/apple2plus/cassette	WRBIT	0x000d	
monitor/apple2plus/cassette	ZERDLY	0x0012	
monitor/apple2plus/cassette	ONEDLY	0x0019	
monitor/apple2plus/cassette	WRTAPE	0x001c	
monitor/apple2plus/cassette	RDBYTE	0x0023	
monitor/apple2plus/cassette	RDBYT2	0x0025	
monitor/apple2plus/cassette	RD2BIT	0x0031	
monitor/apple2plus/cassette	RDBIT	0x0034	
monitor/apple2plus/cassette	[end]	0xffff	
monitor/apple2plus/cmd	CROUT	0x0000	CROUT, MON_PRBYTE
monitor/apple2plus/cmd	[start]	0x0000	CROUT, MON_PRBYTE
monitor/apple2plus/cmd	PRA1	0x0004	
monitor/apple2plus/cmd	PRYX2	0x0008	
monitor/apple2plus/cmd	XAM8	0x0015	
monitor/apple2plus/cmd	MODSCHK	0x001f	
monitor/apple2plus/cmd	XAM	0x0025	
monitor/apple2plus/cmd	DATAOUT	0x0028	
monitor/apple2plus/cmd	RTS4C	0x0037	
monitor/apple2plus/cmd	XAMPM	0x0038	
monitor/apple2plus/cmd	ADD	0x0043	
monitor/apple2plus/cmd	PRBYTE	0x004c	MON_BELL
monitor/apple2plus/cmd	PRHEX	0x0055	MON_BELL
monitor/apple2plus/cmd	PRHEXZ	0x0057	MON_BELL
monitor/apple2plus/cmd	COUT	0x005f	COUT
monitor/apple2plus/cmd	COUT1	0x0062	
monitor/apple2plus/cmd	COUTZ	0x0068	
monitor/apple2plus/cmd	BL1	0x0072	
monitor/apple2plus/cmd	BLANK	0x0076	
monitor/apple2plus/cmd	STOR	0x007d	
monitor/apple2plus/cmd	RTS5	0x0089	
monitor/apple2plus/cmd	SETMODE	0x008a	
monitor/apple2plus/cmd	SETMDZ	0x008f	
monitor/apple2plus/cmd	LT	0x0092	
monitor/apple2plus/cmd	LT2	0x0094	
monitor/apple2plus/cmd	MOVE	0x009e	
monitor/apple2plus/cmd	VFY	0x00a8	
monitor/apple2plus/cmd	VFYOK	0x00ca	
monitor/apple2plus/cmd	LIST1	0x00d0	
monitor/apple2plus/cmd	LIST2	0x00d5	
monitor/apple2plus/cmd	A1PC	0x00e7	
monitor/apple2plus/cmd	A1PCLP	0x00ea	
monitor/apple2plus/cmd	A1PCRTS	0x00f1	
monitor/apple2plus/cmd	SETINV	0x00f2	
monitor/apple2plus/cmd	SETNORM	0x00f6	MON_SETNORM
monitor/apple2plus/cmd	SETIFLG	0x00f8	MON_SETNORM
monitor/apple2plus/cmd	SETKBD	0x00fb	MON_SETKBD
monitor/apple2plus/cmd	INPORT	0x00fd	MON_INPORT
monitor/apple2plus/cmd	INPRT	0x00ff	MON_INPORT
monitor/apple2plus/cmd	SETVID	0x0105	MON_SETVID
monitor/apple2plus/cmd	OUTPORT	0x0107	MON_OUTPORT
monitor/apple2plus/cmd	OUTPRT	0x0109	MON_OUTPORT
monitor/apple2plus/cmd	IOPRT	0x010d	
monitor/apple2plus/cmd	IOPRT1	0x0119	
monitor/apple2plus/cmd	IOPRT2	0x011b	
monitor/apple2plus/cmd	XBASIC	0x0122	
monitor/apple2plus/cmd	BASCONT	0x0125	
monitor/apple2plus/cmd	GO	0x0128	
monitor/apple2plus/cmd	REGZ	0x0131	
monitor/apple2plus/cmd	TRACE	0x0134	
monitor/apple2plus/cmd	STEPZ	0x0137	
monitor/apple2plus/cmd	USR	0x013c	
monitor/apple2plus/cmd	WRITE	0x013f	MON_WRITE
monitor/apple2plus/cmd	WR1	0x0146	MON_WRITE
monitor/apple2plus/cmd	WRBYTE	0x015f	MON_WRITE
monitor/apple2plus/cmd	WRBYT2	0x0161	MON_WRITE
monitor/apple2plus/cmd	CRMON	0x0168	MON_WRITE
monitor/apple2plus/cmd	READ	0x016f	MON_READ
monitor/apple2plus/cmd	RD2	0x017c	MON_RD2
monitor/apple2plus/cmd	RD3	0x0188	MON_RD3
monitor/apple2plus/cmd	PRERR	0x019f	MON_PRERR
monitor/apple2plus/cmd	BELL	0x01ac	MON_BELL_impl
monitor/apple2plus/cmd	RESTORE	0x01b1	
monitor/apple2plus/cmd	RESTR1	0x01b6	
monitor/apple2plus/cmd	SAVE	0x01bc	
monitor/apple2plus/cmd	SAV1	0x01be	
monitor/apple2plus/cmd	RESET	0x01cb	
monitor/apple2plus/cmd	MON	0x01d7	
monitor/apple2plus/cmd	MONZ	0x01db	
monitor/apple2plus/cmd	NXTITM	0x01e5	
monitor/apple2plus/cmd	CHRSRCH	0x01ec	
monitor/apple2plus/cmd	DIG	0x01fc	
monitor/apple2plus/cmd	NXTBIT	0x0202	
monitor/apple2plus/cmd	NXTBAS	0x020a	
monitor/apple2plus/cmd	NXTBS2	0x0214	
monitor/apple2plus/cmd	GETNUM	0x0219	
monitor/apple2plus/cmd	NXTCHR	0x021f	
monitor/apple2plus/cmd	TOSUB	0x0230	
monitor/apple2plus/cmd	ZMODE	0x0239	
monitor/apple2plus/cmd	CHRTBL	0x023e	
monitor/apple2plus/cmd	SUBTBL	0x0255	
monitor/apple2plus/cmd	[end]	0xffff	
monitor/apple2plus/debug	IRQ	0x0000	MON_IRQ
monitor/apple2plus/debug	[start]	0x0000	MON_IRQ
monitor/apple2plus/debug	BREAK	0x000c	
monitor/apple2plus/debug	RESET2	0x0022	MON_RESET2
monitor/apple2plus/debug	LFA9B	0x005b	MON_RESET2
monitor/apple2plus/debug	LFAA3	0x0063	MON_RESET2
monitor/apple2plus/debug	LFAA6	0x0066	MON_RESET2
monitor/apple2plus/debug	LFAAB	0x006b	MON_RESET2
monitor/apple2plus/debug	LFABA	0x007a	MON_RESET2
monitor/apple2plus/debug	LFAC7	0x0087	MON_RESET2
monitor/apple2plus/debug	REGDSP	0x0097	MON_REGDSP
monitor/apple2plus/debug	RGDSP1	0x009a	MON_REGDSP
monitor/apple2plus/debug	RDSP1	0x00a4	MON_REGDSP
monitor/apple2plus/debug	LFAFC	0x00bc	MON_REGDSP
monitor/apple2plus/debug	LFB01	0x00c1	
monitor/apple2plus/debug	LFB08	0x00c8	
monitor/apple2plus/debug	RTBL	0x00d9	
monitor/apple2plus/debug	[end]	0xffff	
monitor/apple2plus/disasm	INSDS1	0x0000	
monitor/apple2plus/disasm	[start]	0x0000	
monitor/apple2plus/disasm	INSDS2	0x000c	
monitor/apple2plus/disasm	IEVEN	0x0019	
monitor/apple2plus/disasm	ERR	0x0023	
monitor/apple2plus/disasm	GETFMT	0x0027	
monitor/apple2plus/disasm	MNNDX1	0x003c	
monitor/apple2plus/disasm	MNNDX2	0x0040	
monitor/apple2plus/disasm	MNNDX3	0x0047	
monitor/apple2plus/disasm	INSTDSP	0x004e	
monitor/apple2plus/disasm	PRNTOP	0x0052	
monitor/apple2plus/disasm	PRNTBL	0x0059	
monitor/apple2plus/disasm	PRMN1	0x0073	
monitor/apple2plus/disasm	PRMN2	0x0077	
monitor/apple2plus/disasm	PRADR1	0x008e	
monitor/apple2plus/disasm	PRADR2	0x0092	
monitor/apple2plus/disasm	PRADR3	0x00a4	
monitor/apple2plus/disasm	PRADR4	0x00a8	
monitor/apple2plus/disasm	PRADR5	0x00ae	
monitor/apple2plus/disasm	RELADR	0x00b6	
monitor/apple2plus/disasm	PRNTYX	0x00be	
monitor/apple2plus/disasm	PRNTAX	0x00bf	
monitor/apple2plus/disasm	PRNTX	0x00c2	
monitor/apple2plus/disasm	PRBLNK	0x00c6	
monitor/apple2plus/disasm	PRBL2	0x00c8	
monitor/apple2plus/disasm	PCADJ	0x00d1	
monitor/apple2plus/disasm	PCADJ2	0x00d2	
monitor/apple2plus/disasm	PCADJ3	0x00d4	
monitor/apple2plus/disasm	PCADJ4	0x00da	
monitor/apple2plus/disasm	RTS2	0x00df	
monitor/apple2plus/disasm	FMT1	0x00e0	
monitor/apple2plus/disasm	FMT2	0x0124	
monitor/apple2plus/disasm	CHAR1	0x0132	
monitor/apple2plus/disasm	CHAR2	0x0138	
monitor/apple2plus/disasm	MNEML	0x013e	
monitor/apple2plus/disasm	MNEMR	0x017e	
monitor/apple2plus/disasm	[end]	0xffff	
monitor/apple2plus/display1	INIT	0x0000	MON_INIT
monitor/apple2plus/display1	[start]	0x0000	MON_INIT
monitor/apple2plus/display1	SETTXT	0x000a	MON_SETTXT
monitor/apple2plus/display1	SETGR	0x0011	MON_SETGR
monitor/apple2plus/display1	SETWND	0x001c	
monitor/apple2plus/display1	TABV	0x002c	
monitor/apple2plus/display1	[end]	0xffff	
monitor/apple2plus/display2	BASCALC	0x0000	
monitor/apple2plus/display2	[start]	0x0000	
monitor/apple2plus/display2	BSCLC2	0x000f	
monitor/apple2plus/display2	BELL1	0x0018	
monitor/apple2plus/display2	BELL2	0x0023	
monitor/apple2plus/display2	RTS2B	0x002e	
monitor/apple2plus/display2	STOADV	0x002f	
monitor/apple2plus/display2	ADVANCE	0x0033	
monitor/apple2plus/display2	RTS3	0x003b	
monitor/apple2plus/display2	VIDOUT	0x003c	
monitor/apple2plus/display2	BS	0x004f	
monitor/apple2plus/display2	UP	0x0059	
monitor/apple2plus/display2	VTAB	0x0061	MON_TABV
monitor/apple2plus/display2	VTABZ	0x0063	MON_TABV
monitor/apple2plus/display2	RTS4	0x006a	MON_TABV
monitor/apple2plus/display2	ESC1	0x006b	
monitor/apple2plus/display2	CLREOP	0x0081	
monitor/apple2plus/display2	CLEOP1	0x0085	
monitor/apple2plus/display2	HOME	0x0097	MON_HOME
monitor/apple2plus/display2	CR	0x00a1	
monitor/apple2plus/display2	LF	0x00a5	
monitor/apple2plus/display2	SCROLL	0x00af	
monitor/apple2plus/display2	SCRL1	0x00b5	
monitor/apple2plus/display2	SCRL2	0x00cb	
monitor/apple2plus/display2	SCRL3	0x00d4	
monitor/apple2plus/display2	CLREOL	0x00db	
monitor/apple2plus/display2	CLEOLZ	0x00dd	
monitor/apple2plus/display2	CLEOL2	0x00df	
monitor/apple2plus/display2	WAIT	0x00e7	
monitor/apple2plus/display2	WAIT2	0x00e8	
monitor/apple2plus/display2	WAIT3	0x00e9	
monitor/apple2plus/display2	NXTA4	0x00f3	
monitor/apple2plus/display2	NXTA1	0x00f9	
monitor/apple2plus/display2	RTS4B	0x0107	
monitor/apple2plus/display2	[end]	0xffff	
monitor/apple2plus/keyin	RDKEY	0x0000	MON_RDKEY
monitor/apple2plus/keyin	[start]	0x0000	MON_RDKEY
monitor/apple2plus/keyin	KEYIN	0x000f	MON_KEYIN, MON_RDKEY
monitor/apple2plus/keyin	KEYIN2	0x0015	MON_KEYIN, MON_RDKEY
monitor/apple2plus/keyin	ESC	0x0023	MON_RDKEY
monitor/apple2plus/keyin	RDCHAR	0x0029	
monitor/apple2plus/keyin	NOTCR	0x0031	
monitor/apple2plus/keyin	NOTCR1	0x0053	
monitor/apple2plus/keyin	CANCEL	0x0056	
monitor/apple2plus/keyin	GETLNZ	0x005b	
monitor/apple2plus/keyin	GETLN	0x005e	
monitor/apple2plus/keyin	BCKSPC	0x0065	
monitor/apple2plus/keyin	NXTCHAR	0x0069	
monitor/apple2plus/keyin	NXTCHAR1	0x006c	
monitor/apple2plus/keyin	CAPTST	0x0072	
monitor/apple2plus/keyin	ADDINP	0x0078	
monitor/apple2plus/keyin	[end]	0xffff	
monitor/apple2plus/lores	PLOT	0x0000	MON_PLOT
monitor/apple2plus/lores	[start]	0x0000	MON_PLOT
monitor/apple2plus/lores	RTMASK	0x000c	MON_PLOT
monitor/apple2plus/lores	PLOT1	0x000e	MON_PLOT
monitor/apple2plus/lores	HLINE	0x0019	MON_HLINE
monitor/apple2plus/lores	HLINE1	0x001c	MON_HLINE
monitor/apple2plus/lores	VLINEZ	0x0026	MON_VLINE
monitor/apple2plus/lores	VLINE	0x0028	MON_VLINE
monitor/apple2plus/lores	RTS1	0x0031	
monitor/apple2plus/lores	CLRSCR	0x0032	
monitor/apple2plus/lores	CLRTOP	0x0036	
monitor/apple2plus/lores	CLRSC2	0x0038	
monitor/apple2plus/lores	CLRSC3	0x003c	
monitor/apple2plus/lores	GBASCALC	0x0047	
monitor/apple2plus/lores	GBCALC	0x0056	
monitor/apple2plus/lores	NXTCOL	0x005f	
monitor/apple2plus/lores	SETCOL	0x0064	MON_SETCOL
monitor/apple2plus/lores	SCRN	0x0071	
monitor/apple2plus/lores	SCRN2	0x0079	
monitor/apple2plus/lores	RTMSKZ	0x007f	
monitor/apple2plus/lores	[end]	0xffff	
monitor/apple2plus/math	LFB60	0x0000	MON_LFB60
monitor/apple2plus/math	[start]	0x0000	MON_LFB60
monitor/apple2plus/math	LFB65	0x0005	MON_LFB60
monitor/apple2plus/math	LFB78	0x0018	
monitor/apple2plus/math	LFB88	0x0028	
monitor/apple2plus/math	LFB94	0x0034	
monitor/apple2plus/math	LFB97	0x0037	
monitor/apple2plus/math	LFB9B	0x003b	
monitor/apple2plus/math	LFBA5	0x0045	
monitor/apple2plus/math	[end]	0xffff	
monitor/apple2plus/paddles	PREAD	0x0000	
monitor/apple2plus/paddles	[start]	0x0000	
monitor/apple2plus/paddles	PREAD2	0x0007	
monitor/apple2plus/paddles	RTS2D	0x0010	
monitor/apple2plus/paddles	[end]	0xffff	
monitor/apple2plus/vectors	M6502VEC	0x0000	
monitor/apple2plus/vectors	[start]	0x0000	
monitor/apple2plus/vectors	[end]	0xffff	
